N,종목명,현재가,전일비,등락률,액면가,매출액,자산총계,영업이익
1122.0,메리츠 KAP 통안채 3개월 ETN,50935.0,0.0,0.00%,0.0,,,
1123.0,삼성 레버리지 나스닥 100 ETN(H),12715.0,155.0,-1.20%,0.0,,,
1124.0,KBSTAR 국고채3년선물인버스,107960.0,50.0,-0.05%,0.0,,,
1125.0,MH에탄올,6870.0,40.0,-0.58%,500.0,1107.0,4474.0,219.0
1126.0,ACE 미국달러SOFR금리(합성),10150.0,15.0,+0.15%,0.0,,,
1127.0,TIGER 코스닥150 레버리지,10465.0,100.0,-0.95%,0.0,,,
1128.0,남양유업우,251000.0,2500.0,-0.99%,5000.0,,,
1129.0,KR모터스,513.0,13.0,-2.47%,500.0,1171.0,1492.0,-62.0
1130.0,KODEX WTI원유선물인버스(H),4575.0,85.0,+1.89%,0.0,,,
1131.0,미래에셋 홍콩H 선물 ETN(H),9805.0,125.0,-1.26%,0.0,,,
1132.0,케이탑리츠,1018.0,5.0,-0.49%,1000.0,216.0,2702.0,175.0
1133.0,WOORI 단기국공채액티브,50995.0,10.0,+0.02%,0.0,,,
1134.0,KBSTAR 금융채액티브,101045.0,10.0,-0.01%,0.0,,,
1135.0,유엔젤,3605.0,140.0,-3.74%,500.0,300.0,610.0,8.0
1136.0,TIGER 미국S&P500레버리지(합성 H),29285.0,175.0,-0.59%,0.0,,,
1137.0,윌비스,694.0,2.0,-0.29%,1000.0,2549.0,2704.0,2.0
1138.0,평화홀딩스,3185.0,15.0,-0.47%,500.0,7402.0,5584.0,36.0
1139.0,KODEX K-신재생에너지액티브,13095.0,125.0,-0.95%,0.0,,,
1140.0,ACE 삼성그룹섹터가중,14505.0,95.0,-0.65%,0.0,,,
1141.0,에셋플러스 글로벌플랫폼액티브,7245.0,35.0,-0.48%,0.0,,,
1142.0,KB 레버리지 나스닥 100 ETN,15285.0,170.0,-1.10%,0.0,,,
1143.0,TIGER 글로벌클라우드컴퓨팅INDXX,9445.0,15.0,-0.16%,0.0,,,
1144.0,ACE 미국30년국채선물레버리지(합성 H),6330.0,60.0,-0.94%,0.0,,,
1145.0,TIGER 차이나바이오테크SOLACTIVE,6905.0,35.0,+0.51%,0.0,,,
1146.0,대양금속,1207.0,81.0,-6.29%,500.0,2550.0,4009.0,137.0
1147.0,대림통상,2985.0,0.0,0.00%,1000.0,1741.0,1718.0,70.0
1148.0,하나 Solactive 2X US Tech Top 10 ETN(H),45440.0,845.0,-1.83%,0.0,,,
1149.0,KODEX 유럽탄소배출권선물ICE(H),11805.0,10.0,-0.08%,0.0,,,
1150.0,KODEX 증권,6330.0,0.0,0.00%,0.0,,,
1151.0,키움 코스닥 150 ETN,11225.0,0.0,0.00%,0.0,,,
1152.0,KB 레버리지 S&P 500 선물 ETN(H),11065.0,75.0,-0.67%,0.0,,,
1153.0,이화산업,15800.0,360.0,-2.23%,5000.0,586.0,2685.0,-9.0
1154.0,삼성 코스닥 150 ETN,8845.0,20.0,-0.23%,0.0,,,
1155.0,TIGER 레버리지,15715.0,50.0,-0.32%,0.0,,,
1156.0,하이트론,1593.0,17.0,-1.06%,500.0,79.0,69.0,-98.0
1157.0,KODEX 아시아반도체공급망exChina액티브,13305.0,105.0,-0.78%,0.0,,,
1158.0,삼화전자,3625.0,115.0,-3.07%,1000.0,483.0,687.0,-43.0
1159.0,형지엘리트,1404.0,0.0,0.00%,500.0,945.0,1251.0,25.0
1160.0,솔루스첨단소재1우,5170.0,80.0,-1.52%,100.0,,,
1161.0,KBSTAR Fn컨택트대표,7060.0,55.0,-0.77%,0.0,,,
1162.0,KODEX 차이나2차전지MSCI(합성),5510.0,100.0,-1.78%,0.0,,,
1163.0,원림,18940.0,160.0,-0.84%,5000.0,819.0,1699.0,34.0
1164.0,한국전자홀딩스,922.0,8.0,-0.86%,500.0,3240.0,4691.0,300.0
1165.0,대한방직,8100.0,110.0,-1.34%,1000.0,1915.0,2106.0,-39.0
1166.0,삼성 코스피 200 ETN,8585.0,65.0,-0.75%,0.0,,,
1167.0,ACE 인도네시아MSCI(합성),9980.0,95.0,+0.96%,0.0,,,
1168.0,신한 S&P500 VIX S/T 선물 ETN D,7145.0,200.0,-2.72%,0.0,,,
1169.0,ACE 200TR,21425.0,65.0,-0.30%,0.0,,,
1170.0,SK디스커버리우,31450.0,50.0,+0.16%,5000.0,,,
1171.0,KBSTAR 게임테마,9220.0,15.0,+0.16%,0.0,,,
1172.0,TBH글로벌,2030.0,76.0,+3.89%,500.0,2031.0,1123.0,20.0
1173.0,신풍제약우,19200.0,1000.0,-4.95%,500.0,,,
1174.0,파워 200,33700.0,65.0,-0.19%,0.0,,,
1175.0,삼성 미국 대형 성장주 ETN,20980.0,115.0,+0.55%,0.0,,,
1176.0,KOSEF 통안채1년,104765.0,10.0,-0.01%,0.0,,,
1177.0,신한 레버리지 S&P500 선물 ETN,20940.0,115.0,-0.55%,0.0,,,
1178.0,KODEX 미국S&P500배당귀족커버드콜(합성 H),8475.0,5.0,+0.06%,0.0,,,
1179.0,국동,721.0,17.0,-2.30%,500.0,3299.0,1750.0,170.0
1180.0,대신 인버스 2X 알루미늄 선물 ETN(H),41160.0,0.0,0.00%,0.0,,,
1181.0,HANARO 글로벌럭셔리S&P(합성),17400.0,40.0,+0.23%,0.0,,,
1182.0,대유에이텍,353.0,14.0,-3.81%,500.0,14040.0,13752.0,-320.0
1183.0,삼성 블룸버그 인버스 2X WTI원유 선물 ETN,16385.0,595.0,+3.77%,0.0,,,
1184.0,TIGER 차이나HSCEI,8550.0,45.0,-0.52%,0.0,,,
1185.0,화인베스틸,1355.0,10.0,-0.73%,500.0,1396.0,1796.0,7.0
1186.0,한투 코스피 양매도 3% OTM ETN,8095.0,0.0,0.00%,0.0,,,
1187.0,KODEX Fn시스템반도체,9185.0,105.0,+1.16%,0.0,,,
1188.0,HANARO Fn K-뉴딜디지털플러스,8270.0,75.0,-0.90%,0.0,,,
1189.0,DL이앤씨우,18930.0,30.0,+0.16%,5000.0,,,
1190.0,TIGER 미국나스닥100레버리지(합성),12880.0,190.0,-1.45%,0.0,,,
1191.0,WISCOM,2605.0,5.0,-0.19%,500.0,1257.0,1285.0,7.0
1192.0,우진아이엔에스,5200.0,30.0,+0.58%,500.0,840.0,1116.0,-56.0
1193.0,신한 레버리지 금 선물 ETN,19755.0,300.0,+1.54%,0.0,,,
1194.0,전방,23500.0,650.0,-2.69%,5000.0,1249.0,3048.0,-350.0
1195.0,TIGER 글로벌BBIG액티브,11740.0,45.0,-0.38%,0.0,,,
1196.0,유화증권우,2250.0,0.0,0.00%,1000.0,,,
1197.0,TIGER 인버스,5165.0,10.0,+0.19%,0.0,,,
1198.0,세우글로벌,1362.0,9.0,-0.66%,500.0,281.0,499.0,16.0
1199.0,국보,3100.0,180.0,-5.49%,5000.0,1023.0,1100.0,-140.0
1200.0,HANARO CAPEX설비투자iSelect,10135.0,40.0,-0.39%,0.0,,,
1201.0,삼성 레버리지 은 선물 ETN(H),12980.0,955.0,+7.94%,0.0,,,
1202.0,동일제강,1911.0,17.0,-0.88%,500.0,1968.0,1797.0,25.0
1203.0,DL우,23000.0,100.0,+0.44%,5000.0,,,
1204.0,TIGER KRX인터넷K-뉴딜,3590.0,45.0,-1.24%,0.0,,,
1205.0,카프로,963.0,17.0,-1.73%,500.0,4272.0,3022.0,-1223.0
1206.0,TIGER 유로스탁스50(합성 H),15325.0,65.0,-0.42%,0.0,,,
1207.0,부산주공,486.0,0.0,0.00%,500.0,2305.0,2326.0,-65.0
1208.0,미래에셋 KRX금현물 Auto-KO-C 2312-01 ETN,12745.0,110.0,+0.87%,0.0,,,
1209.0,태원물산,5010.0,20.0,-0.40%,500.0,110.0,349.0,-5.0
1210.0,비비안,1278.0,14.0,-1.08%,500.0,2131.0,2011.0,57.0
1211.0,미래에셋 인버스 2X 원유선물혼합 ETN(H),15205.0,485.0,+3.29%,0.0,,,
1212.0,KODEX 200롱코스닥150숏선물,8840.0,15.0,+0.17%,0.0,,,
1213.0,KODEX 미국배당프리미엄액티브,9745.0,10.0,-0.10%,0.0,,,
1214.0,동양고속,13100.0,140.0,-1.06%,5000.0,1044.0,1655.0,-112.0
1215.0,KODEX 미국채10년선물,10705.0,25.0,-0.23%,0.0,,,
1216.0,KODEX 일본TOPIX100,17620.0,25.0,-0.14%,0.0,,,
1217.0,삼성 미국 대형 성장주 ETN(H),18370.0,0.0,0.00%,0.0,,,
1218.0,세기상사,6570.0,80.0,-1.20%,500.0,337.0,516.0,-8.0
1219.0,QV S&P500 버퍼10% 9월 ETN,12165.0,0.0,0.00%,0.0,,,
1220.0,호텔신라우,48000.0,200.0,-0.41%,5000.0,,,
1221.0,SOL 200 Top10,8175.0,25.0,-0.30%,0.0,,,
1222.0,참엔지니어링,422.0,9.0,-2.09%,500.0,1706.0,7397.0,13.0
1223.0,삼성 미국 대형 가치주 ETN,17865.0,0.0,0.00%,0.0,,,
1224.0,KODEX 차이나H,14825.0,110.0,-0.74%,0.0,,,
1225.0,대유플러스,279.0,46.0,-14.15%,500.0,5367.0,5432.0,222.0
1226.0,ACE 엔비디아채권혼합블룸버그,14700.0,45.0,-0.31%,0.0,,,
1227.0,KODEX 코스피TR,12160.0,20.0,-0.16%,0.0,,,
1228.0,TIGER KRX2차전지K-뉴딜레버리지,5175.0,155.0,-2.91%,0.0,,,
1229.0,TIGER 200 헬스케어,16730.0,110.0,-0.65%,0.0,,,
1230.0,KODEX K-친환경선박액티브,10470.0,115.0,+1.11%,0.0,,,
1231.0,한국주강,3100.0,15.0,+0.49%,500.0,544.0,480.0,-5.0
1232.0,KODEX 미국달러선물인버스,8685.0,15.0,+0.17%,0.0,,,
1233.0,에넥스,581.0,1.0,+0.17%,500.0,2060.0,1281.0,-235.0
1234.0,ACE 중장기국공채액티브,99240.0,0.0,0.00%,0.0,,,
1235.0,한투 인버스 2X 나스닥 100 ETN,1160.0,15.0,+1.31%,0.0,,,
1236.0,KODEX 삼성전자채권혼합Wise,10835.0,15.0,-0.14%,0.0,,,
1237.0,TIGER 미국나스닥바이오,18380.0,80.0,+0.44%,0.0,,,
1238.0,신한 레버리지 다우존스지수 선물 ETN(H),34385.0,5.0,-0.01%,0.0,,,
1239.0,QV 코스피 200 ETN,34245.0,330.0,-0.95%,0.0,,,
1240.0,KODEX 인도Nifty50레버리지(합성),11400.0,5.0,+0.04%,0.0,,,
1241.0,HANARO 200선물레버리지,17995.0,60.0,+0.33%,0.0,,,
1242.0,한성기업,5500.0,0.0,0.00%,5000.0,2922.0,2349.0,71.0
1243.0,KODEX 200ESG,12195.0,10.0,-0.08%,0.0,,,
1244.0,하나 레버리지 콩 선물 ETN(H),34030.0,1755.0,-4.90%,0.0,,,
1245.0,신한 구리 선물 ETN(H),16995.0,50.0,+0.30%,0.0,,,
1246.0,QV 블룸버그 -2X 천연가스 선물 ETN(H),67900.0,7030.0,+11.55%,0.0,,,
1247.0,KBSTAR 중국본토CSI300,8700.0,100.0,-1.14%,0.0,,,
1248.0,성문전자,1503.0,5.0,+0.33%,500.0,500.0,572.0,25.0
1249.0,동원수산,7250.0,0.0,0.00%,5000.0,1770.0,1218.0,58.0
1250.0,유안타증권우,2610.0,20.0,+0.77%,5000.0,,,
1251.0,TIGER 차이나전기차레버리지(합성),5160.0,170.0,-3.19%,0.0,,,
1252.0,KOSEF 미국달러선물,14460.0,20.0,-0.14%,0.0,,,
1253.0,한투 블룸버그 인버스 2X WTI원유 선물 ETN,16410.0,610.0,+3.86%,0.0,,,
1254.0,TIGER 미국배당+3%프리미엄다우존스,9795.0,5.0,-0.05%,0.0,,,
1255.0,ARIRANG ESG가치주액티브,7870.0,50.0,-0.63%,0.0,,,
1256.0,이스타코,761.0,3.0,-0.39%,500.0,76.0,798.0,-32.0
1257.0,삼성 레버리지 금 선물 ETN(H),32505.0,555.0,+1.74%,0.0,,,
1258.0,KB 블룸버그 레버리지 천연가스 선물 ETN,12990.0,1480.0,-10.23%,0.0,,,
1259.0,경인전자,20650.0,900.0,-4.18%,5000.0,201.0,684.0,1.0
1260.0,삼성 인버스 0.5X S&P500 VIX S/T선물 ETN,32410.0,430.0,+1.34%,0.0,,,
1261.0,TIGER KEDI혁신기업ESG30,9930.0,30.0,-0.30%,0.0,,,
1262.0,미래아이앤지,1157.0,33.0,-2.77%,500.0,128.0,975.0,31.0
1263.0,TIGER 미국S&P500배당귀족,10080.0,0.0,0.00%,0.0,,,
1264.0,KODEX KRX기후변화솔루션,11495.0,35.0,-0.30%,0.0,,,
1265.0,SUN&L,2545.0,40.0,-1.55%,1000.0,5067.0,5244.0,-177.0
1266.0,KODEX IT,17805.0,10.0,-0.06%,0.0,,,
1267.0,KODEX 미국달러선물레버리지,12665.0,35.0,-0.28%,0.0,,,
1268.0,대신343 K200,33655.0,75.0,-0.22%,0.0,,,
1269.0,한투 인버스 0.5X S&P500 VIX S/T 선물 ETN,31920.0,0.0,0.00%,0.0,,,
1270.0,하나 Solactive US Tech Top 10 ETN(H),15920.0,0.0,0.00%,0.0,,,
1271.0,주연테크,537.0,4.0,-0.74%,200.0,667.0,532.0,-63.0
1272.0,삼성 미국 대형 가치주 ETN(H),15710.0,0.0,0.00%,0.0,,,
1273.0,TIGER 골드선물(H),13655.0,110.0,+0.81%,0.0,,,
1274.0,하나 -0.5X S&P500 VIX S/T 선물 ETN(H),31260.0,0.0,0.00%,0.0,,,
1275.0,금호전기,842.0,0.0,0.00%,500.0,460.0,618.0,-118.0
1276.0,KBSTAR 국채선물5년추종인버스,55850.0,85.0,-0.15%,0.0,,,
1277.0,삼성 블룸버그 레버리지 WTI원유 선물 ETN,12315.0,475.0,-3.71%,0.0,,,
1278.0,메리츠 KAP 통안채 6개월 ETN,50895.0,0.0,0.00%,0.0,,,
1279.0,신한 콩 선물 ETN(H),15195.0,0.0,0.00%,0.0,,,
1280.0,TIGER S&P글로벌헬스케어(합성),19695.0,70.0,+0.36%,0.0,,,
1281.0,KODEX 고배당,9190.0,30.0,+0.33%,0.0,,,
1282.0,한투 레버리지 코스닥150선물 ETN,30245.0,315.0,-1.03%,0.0,,,
1283.0,하나 레버리지 코스닥150 선물 ETN,30200.0,225.0,-0.74%,0.0,,,
1284.0,대신 레버리지 코스닥 150 선물 ETN,30190.0,580.0,-1.88%,0.0,,,
1285.0,BYC우,139900.0,100.0,-0.07%,5000.0,,,
1286.0,삼성 레버리지 코스닥150 선물 ETN,30125.0,280.0,-0.92%,0.0,,,
1287.0,ARIRANG 미국장기우량회사채,82475.0,425.0,-0.51%,0.0,,,
1288.0,신한 금 선물 ETN(H),14930.0,125.0,+0.84%,0.0,,,
1289.0,미래에셋 KRX금현물 Auto-KO-C 2810-01 ETN,9950.0,95.0,+0.96%,0.0,,,
1290.0,TIGER 200IT레버리지,37150.0,65.0,+0.18%,0.0,,,
1291.0,KOSEF 릭소글로벌퓨처모빌리티MSCI,8965.0,40.0,+0.45%,0.0,,,
1292.0,TIGER 삼성그룹펀더멘털,11360.0,60.0,+0.53%,0.0,,,
1293.0,삼성 KRX 금현물 ETN,14705.0,100.0,+0.68%,0.0,,,
1294.0,KB 천연가스 선물 ETN(H),5840.0,280.0,-4.58%,0.0,,,
1295.0,신풍,831.0,7.0,-0.84%,500.0,188.0,1124.0,-42.0
1296.0,두산퓨얼셀2우B,9680.0,190.0,+2.00%,100.0,,,
1297.0,TIGER 코스피고배당,13730.0,15.0,-0.11%,0.0,,,
1298.0,미래에셋 인버스 2X 코스피200 선물 ETN,14395.0,50.0,+0.35%,0.0,,,
1299.0,KODEX 철강,9345.0,115.0,-1.22%,0.0,,,
1300.0,삼성 인버스 2X 나스닥 100 ETN(H),4110.0,50.0,+1.23%,0.0,,,
1301.0,삼성 China A50 선물 ETN(H),14365.0,150.0,-1.03%,0.0,,,
1302.0,롯데지주우,35400.0,0.0,0.00%,200.0,,,
1303.0,미래에셋 원유선물혼합 ETN(H),28505.0,215.0,-0.75%,0.0,,,
1304.0,KBSTAR 국고채3년,108310.0,30.0,+0.03%,0.0,,,
1305.0,TIGER 미국나스닥100TR채권혼합Fn,11290.0,10.0,-0.09%,0.0,,,
1306.0,TIGER 인도니프티50레버리지(합성),27625.0,10.0,+0.04%,0.0,,,
1307.0,삼성 레버리지 China A50 선물 ETN(H),28050.0,650.0,-2.26%,0.0,,,
1308.0,SOL 미국TOP5채권혼합40 Solactive,11545.0,85.0,-0.73%,0.0,,,
1309.0,KBSTAR 2차전지TOP10,15365.0,180.0,-1.16%,0.0,,,
1310.0,TIGER 퓨처모빌리티액티브,9050.0,50.0,-0.55%,0.0,,,
1311.0,WOORI 대한민국국고채액티브,51085.0,55.0,-0.11%,0.0,,,
1312.0,진도,2185.0,15.0,+0.69%,500.0,634.0,1292.0,61.0
1313.0,신한 레버리지 미국달러 선물 ETN,13590.0,50.0,+0.37%,0.0,,,
1314.0,KODEX 코스피100,25860.0,145.0,-0.56%,0.0,,,
1315.0,KODEX K-미래차액티브,9140.0,30.0,+0.33%,0.0,,,
1316.0,KBSTAR 글로벌4차산업IT(합성 H),23435.0,30.0,+0.13%,0.0,,,
1317.0,신한 브렌트원유 선물 ETN(H),13430.0,260.0,-1.90%,0.0,,,
1318.0,ARIRANG 미국나스닥테크,26800.0,25.0,-0.09%,0.0,,,
1319.0,KODEX 미국S&P500에너지(합성),12820.0,65.0,+0.51%,0.0,,,
1320.0,삼성 레버리지 KRX 2차전지 K-뉴딜 ETN,4440.0,125.0,-2.74%,0.0,,,
1321.0,대교우B,1370.0,0.0,0.00%,500.0,,,
1322.0,신한 은 선물 ETN(H),13285.0,520.0,+4.07%,0.0,,,
1323.0,대한항공우,23550.0,250.0,-1.05%,5000.0,,,
1324.0,TIGER 200TR,18680.0,25.0,-0.13%,0.0,,,
1325.0,KOSEF 국고채3년,108795.0,60.0,-0.06%,0.0,,,
1326.0,KODEX 차이나심천ChiNext(합성),8215.0,5.0,+0.06%,0.0,,,
1327.0,신한 레버리지 코스피 200 선물 ETN,26040.0,75.0,-0.29%,0.0,,,
1328.0,TIGER 글로벌멀티에셋TIF액티브,9465.0,15.0,-0.16%,0.0,,,
1329.0,삼성 레버리지 코스피200 선물 ETN,26015.0,80.0,-0.31%,0.0,,,
1330.0,세방우,7050.0,10.0,-0.14%,500.0,,,
1331.0,KODEX 탄소효율그린뉴딜,8360.0,50.0,-0.59%,0.0,,,
1332.0,한솔PNS,1264.0,21.0,-1.63%,500.0,3142.0,1349.0,27.0
1333.0,한화투자증권우,5390.0,10.0,+0.19%,5000.0,,,
1334.0,미래에셋 -2X 미국채울트라30년 선물 ETN,12910.0,175.0,+1.37%,0.0,,,
1335.0,KBSTAR 내수주플러스,7590.0,35.0,-0.46%,0.0,,,
1336.0,제이준코스메틱,5710.0,110.0,-1.89%,500.0,62.0,484.0,-107.0
1337.0,SOL KIS단기통안채,105280.0,25.0,-0.02%,0.0,,,
1338.0,미래에셋 중국 심천 100 ETN,12785.0,0.0,0.00%,0.0,,,
1339.0,녹십자홀딩스2우,30150.0,350.0,-1.15%,500.0,,,
1340.0,KODEX 차이나A50,16990.0,140.0,-0.82%,0.0,,,
1341.0,ACE 일본Nikkei225(H),23095.0,105.0,-0.45%,0.0,,,
1342.0,TIGER 리츠부동산인프라채권TR KIS,4590.0,5.0,-0.11%,0.0,,,
1343.0,KODEX 건설,3410.0,10.0,+0.29%,0.0,,,
1344.0,KODEX 유럽명품TOP10 STOXX,8390.0,10.0,-0.12%,0.0,,,
1345.0,한국ANKOR유전,359.0,7.0,-1.91%,0.0,,,
1346.0,KODEX KRX300,15710.0,65.0,-0.41%,0.0,,,
1347.0,KBSTAR 중장기국공채액티브,101865.0,115.0,-0.11%,0.0,,,
1348.0,KODEX 글로벌로봇(합성),15860.0,40.0,+0.25%,0.0,,,
1349.0,대신 인버스 2X 코스닥 150 선물 ETN,8240.0,80.0,+0.98%,0.0,,,
1350.0,한투 블룸버그 레버리지 WTI원유 선물 ETN,12320.0,505.0,-3.94%,0.0,,,
1351.0,메리츠 인버스 천연가스 선물 ETN(H),24635.0,1360.0,+5.84%,0.0,,,
1352.0,미래에셋 인버스 천연가스 선물 ETN(H),24615.0,1375.0,+5.92%,0.0,,,
1353.0,KODEX 미디어&엔터테인먼트,12295.0,50.0,+0.41%,0.0,,,
1354.0,KB 인버스 2X KOSDAQ 150 선물 ETN,8180.0,65.0,+0.80%,0.0,,,
1355.0,SHD,20150.0,400.0,-1.95%,5000.0,1253.0,883.0,142.0
1356.0,한투 레버리지 금 선물 ETN,24465.0,445.0,+1.85%,0.0,,,
1357.0,KODEX S&P글로벌인프라(합성),13610.0,40.0,+0.29%,0.0,,,
1358.0,ARIRANG 코스피50,23045.0,120.0,-0.52%,0.0,,,
1359.0,메리츠 레버리지 인플레이션 국채 ETN,12080.0,15.0,-0.12%,0.0,,,
1360.0,메리츠 미국채10년 ETN(H),8050.0,5.0,-0.06%,0.0,,,
1361.0,대상우,17620.0,3220.0,+22.36%,1000.0,,,
1362.0,SOL 코스닥150,12425.0,100.0,-0.80%,0.0,,,
1363.0,TIGER 은행고배당플러스TOP10,10030.0,40.0,-0.40%,0.0,,,
1364.0,ACE 미국친환경그린테마INDXX,9015.0,35.0,+0.39%,0.0,,,
1365.0,KODEX 게임산업,7170.0,115.0,+1.63%,0.0,,,
1366.0,TIGER 글로벌AI액티브,10400.0,140.0,-1.33%,0.0,,,
1367.0,ACE ESG액티브,7360.0,15.0,-0.20%,0.0,,,
1368.0,한창,1264.0,33.0,-2.54%,500.0,893.0,1135.0,98.0
1369.0,SOL 미국S&P500ESG,11730.0,55.0,-0.47%,0.0,,,
1370.0,대신 레버리지 KRX 금현물 ETN,23410.0,0.0,0.00%,0.0,,,
1371.0,ACE 2차전지&친환경차액티브,11685.0,5.0,-0.04%,0.0,,,
1372.0,삼성 레버리지 나스닥 100 ETN,23365.0,250.0,-1.06%,0.0,,,
1373.0,KODEX TRF5050,12980.0,55.0,+0.43%,0.0,,,
1374.0,ARIRANG 미국단기우량회사채,110425.0,75.0,+0.07%,0.0,,,
1375.0,KODEX TRF7030,14430.0,10.0,-0.07%,0.0,,,
1376.0,한투 인버스 2X 구리 선물 ETN,23050.0,0.0,0.00%,0.0,,,
1377.0,미래에셋 인버스 코스피200 선물 ETN,11455.0,50.0,+0.44%,0.0,,,
1378.0,TIGER 원유선물Enhanced(H),4265.0,80.0,-1.84%,0.0,,,
1379.0,신한 인버스 코스피 200 선물 ETN,11405.0,15.0,+0.13%,0.0,,,
1380.0,TIGER 구리실물,9690.0,10.0,+0.10%,0.0,,,
1381.0,KODEX TDF2050액티브,11360.0,15.0,-0.13%,0.0,,,
1382.0,메리츠 인플레이션 국채 ETN,11360.0,5.0,-0.04%,0.0,,,
1383.0,KBSTAR 200선물인버스2X,2580.0,5.0,+0.19%,0.0,,,
1384.0,TIGER 글로벌AI&로보틱스 INDXX,9770.0,55.0,-0.56%,0.0,,,
1385.0,TIGER 200커버드콜ATM,8610.0,5.0,-0.06%,0.0,,,
1386.0,한투 인버스 2X 베트남 VN30 선물 ETN(H),22215.0,40.0,-0.18%,0.0,,,
1387.0,TIGER KRX기후변화솔루션,11530.0,85.0,-0.73%,0.0,,,
1388.0,KODEX 배당성장채권혼합,12070.0,15.0,+0.12%,0.0,,,
1389.0,신한 다우존스지수 선물 ETN(H),21710.0,0.0,0.00%,0.0,,,
1390.0,QV 레버리지 금 선물 ETN(H),21510.0,435.0,+2.06%,0.0,,,
1391.0,QV 미국 IT TOP5 ETN(H),30710.0,400.0,-1.29%,0.0,,,
1392.0,ACE 국고채3년,102310.0,50.0,+0.05%,0.0,,,
1393.0,LX하우시스우,20700.0,550.0,+2.73%,5000.0,,,
1394.0,메리츠 레버리지 금 선물 ETN(H),21340.0,385.0,+1.84%,0.0,,,
1395.0,KODEX 미국러셀2000(H),11215.0,40.0,+0.36%,0.0,,,
1396.0,KBSTAR 배터리 리사이클링iSelect,12090.0,140.0,-1.14%,0.0,,,
1397.0,미래에셋 -2X 홍콩H 선물 ETN(H),21205.0,1100.0,+5.47%,0.0,,,
1398.0,삼성 레버리지 S&P500 선물 ETN,21200.0,50.0,-0.24%,0.0,,,
1399.0,마이티 다이나믹퀀트액티브,11770.0,5.0,+0.04%,0.0,,,
1400.0,대신 철광석 선물 ETN(H) B,20980.0,250.0,-1.18%,0.0,,,
1401.0,메리츠 인버스 2X 구리 선물 ETN(H),20790.0,0.0,0.00%,0.0,,,
1402.0,QV 인버스 레버리지 구리 선물 ETN(H),20710.0,0.0,0.00%,0.0,,,
1403.0,SOL 국고채3년,104060.0,15.0,+0.01%,0.0,,,
1404.0,TIGER 차이나클린에너지SOLACTIVE,5575.0,105.0,-1.85%,0.0,,,
1405.0,ACE 코스닥150,12770.0,10.0,-0.08%,0.0,,,
1406.0,대덕전자1우,9750.0,320.0,+3.39%,500.0,,,
1407.0,키움 인버스 미국달러선물 ETN,10210.0,0.0,0.00%,0.0,,,
1408.0,TIGER KRX게임K-뉴딜,5515.0,145.0,+2.70%,0.0,,,
1409.0,메리츠 KIS 통안채 1년 ETN,50885.0,0.0,0.00%,0.0,,,
1410.0,메리츠 인버스 국채3년 ETN,10125.0,10.0,+0.10%,0.0,,,
1411.0,TIGER Fn신재생에너지,8720.0,5.0,+0.06%,0.0,,,
1412.0,메리츠 레버리지 국채30년 ETN,4970.0,30.0,-0.60%,0.0,,,
1413.0,TIGER MKF배당귀족,11680.0,10.0,+0.09%,0.0,,,
1414.0,신한 옥수수 선물 ETN(H),9915.0,85.0,-0.85%,0.0,,,
1415.0,넥센타이어1우B,3030.0,15.0,+0.50%,500.0,,,
1416.0,TIGER 200 건설,3225.0,15.0,+0.47%,0.0,,,
1417.0,QV iSelect 글로벌 EMP ETN(H),9825.0,0.0,0.00%,0.0,,,
1418.0,삼성 인버스 2X S&P500 선물 ETN,19595.0,155.0,+0.80%,0.0,,,
1419.0,신한 K200 USD 선물 바이셀 ETN,9775.0,0.0,0.00%,0.0,,,
1420.0,TIGER 미국달러선물인버스2X,6740.0,25.0,+0.37%,0.0,,,
1421.0,신한 인버스 2X 다우존스지수 선물 ETN(H),1950.0,0.0,0.00%,0.0,,,
1422.0,KODEX 차이나과창판STAR50(합성),6500.0,10.0,-0.15%,0.0,,,
1423.0,KBSTAR 미국S&P500(H),11450.0,35.0,-0.30%,0.0,,,
1424.0,미래에셋 레버리지 옥수수 선물 ETN,19420.0,330.0,-1.67%,0.0,,,
1425.0,한투 인버스 2X 금 선물 ETN,19410.0,365.0,-1.85%,0.0,,,
1426.0,메리츠 국채10년 ETN,9620.0,15.0,-0.16%,0.0,,,
1427.0,비케이탑스,904.0,0.0,0.00%,500.0,319.0,975.0,-96.0
1428.0,KBSTAR 200선물레버리지,14715.0,90.0,-0.61%,0.0,,,
1429.0,코리아써우,6450.0,310.0,+5.05%,500.0,,,
1430.0,KODEX 코스피대형주,11925.0,55.0,-0.46%,0.0,,,
1431.0,TIGER 코스닥150선물인버스,4015.0,15.0,+0.38%,0.0,,,
1432.0,덕성우,13700.0,3160.0,+29.98%,500.0,,,
1433.0,미래에셋 2X 홍콩H 선물 ETN,18850.0,690.0,-3.53%,0.0,,,
1434.0,TIGER 코스닥150바이오테크,7590.0,75.0,-0.98%,0.0,,,
1435.0,TIGER 차이나항셍테크레버리지(합성 H),6905.0,30.0,-0.43%,0.0,,,
1436.0,미래에셋 코스닥150 선물 ETN,9290.0,95.0,-1.01%,0.0,,,
1437.0,ARIRANG ESG성장주액티브,7880.0,50.0,-0.63%,0.0,,,
1438.0,KBSTAR 차이나HSCEI(H),7115.0,40.0,-0.56%,0.0,,,
1439.0,코아스,596.0,29.0,-4.64%,500.0,979.0,762.0,-7.0
